id,domain,severity,state,title,v5_status,v5_evidence,impact,required_action,tools_methods,acceptance_predicate,v5_remaining_acceptance
INF-011,Infrastructure,P1,UNVERIFIED_BLOCKER,Немає deployment rollback/canary/schema compatibility proof,EXTERNAL_DEBT,,Нова версія може зробити DB/clients незворотно несумісними.,"Expand-contract migrations, canary, automated rollback, compatibility tests.",Argo Rollouts/GitLab environments; contract tests,N-1/N compatibility and rollback drill PASS.,N-1/N compatibility and rollback drill PASS.
INF-012,Infrastructure,P1,UNVERIFIED_BLOCKER,Немає offsite/immutable backup schedule and retention execution,EXTERNAL_DEBT,,Ransomware/operator error знищує primary і backup.,"3-2-1 backups, object lock, isolated credentials, restore cadence.",Backup scheduler; WORM storage,Backup age/immutability monitored; restore sampled automatically.,Backup age/immutability monitored; restore sampled automatically.
SRE-001,Reliability & Operations,P0,UNVERIFIED_BLOCKER,Немає SLO/SLI/error-budget contract,EXTERNAL_DEBT,,Неможливо обʼєктивно вирішити launch або regression.,"Define user journeys, SLIs, SLOs, error budget, alert policy.",Google SRE methods; Prometheus/OpenTelemetry,Approved SLO document and burn-rate alerts validated.,Approved SLO document and burn-rate alerts validated.
SRE-002,Reliability & Operations,P0,UNVERIFIED_BLOCKER,Немає on-call ownership та incident exercises,EXTERNAL_DEBT,,Інцидент не буде вчасно виявлений/локалізований.,"On-call model, severity matrix, paging, tabletop + technical game days.",PagerDuty/Opsgenie equivalent; incident tooling,Timed exercises meet detection/containment/recovery targets.,Timed exercises meet detection/containment/recovery targets.
SRE-003,Reliability & Operations,P1,VERIFIED_DEFECT,Observability не має durable backend,MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/observability.py | infra/otel-collector.yaml,"Немає історичного аналізу, alerting і forensic evidence.","Deploy metrics/traces/logs backend, RED/USE dashboards, retention and access controls.",Prometheus/Grafana/Loki/Tempo або managed stack,Synthetic failures visible end-to-end and page correct owner.,Synthetic failures visible end-to-end and page correct owner.
SRE-004,Reliability & Operations,P1,UNVERIFIED_BLOCKER,Немає chaos/failure-injection matrix,EXTERNAL_DEBT,,Невідомі cascading failures і ambiguous transaction outcomes.,"Fault injection per dependency, partial failures, latency, stale cache, clock skew.",Toxiproxy/Chaos Mesh; pytest integration,Every dependency has defined degraded/fail-closed behavior and recovery evidence.,Every dependency has defined degraded/fail-closed behavior and recovery evidence.
SRE-005,Reliability & Operations,P1,UNVERIFIED_BLOCKER,Немає production load/concurrency endurance test,EXTERNAL_DEBT,,"Race, leaks, queue collapse, p99 spikes зʼявляться лише в експлуатації.",Mixed workload load/soak/spike tests; saturation and backpressure validation.,k6/Locust; pgbench; profiling,Meet SLO under target and overload sheds load without leakage/corruption.,Meet SLO under target and overload sheds load without leakage/corruption.
SRE-006,Reliability & Operations,P1,CONDITIONAL_RISK,Readiness має невизначену degraded-mode policy,MITIGATED_LOCAL,apps/api/src/korpus/main.py | docs/operations/SLO_AND_RELEASE_POLICY_V5.md,Зайва недоступність або небезпечний silent fallback.,Define dependency matrix: required/optional per environment/query risk; expose degraded state.,State machine; chaos tests,Each outage returns predeclared status; no silent semantic/policy downgrade.,Each outage returns predeclared status; no silent semantic/policy downgrade.
SRE-007,Reliability & Operations,P1,UNVERIFIED_BLOCKER,Немає data/corpus release rollback drill,EXTERNAL_DEBT,,Poisoned або хибний corpus release впливає на всіх.,"Immutable corpus releases, canary cohort, shadow eval, atomic rollback.",Release registry; feature flags,Rollback restores prior answers/index within defined RTO.,Rollback restores prior answers/index within defined RTO.
SUP-001,Supply Chain,P0,VERIFIED_DEFECT,"Container/CI images pinned tags, not immutable digests",CLOSED_LOCAL,docker-compose.yml | apps/api/Dockerfile | apps/web/Dockerfile | apps/api/tests/test_image_pinning.py::test_a_tag_without_a_digest_is_refused | apps/api/tests/test_gate_parity.py::test_every_ci_image_pins_an_exact_tag,Tag re-publish changes build без source change.,Resolve and pin digest; automated verified update PRs; policy enforcement.,Renovate/Dependabot; cosign; registry policy,All release inputs are digest-pinned and provenance records exact digests.,None inside the frozen local scope; external acceptance may still apply.
SUP-002,Supply Chain,P0,VERIFIED_DEFECT,Python lock files не містять hashes,CLOSED_LOCAL,apps/api/requirements.runtime.lock | apps/api/requirements.dev.lock | apps/api/tests/test_gate_parity.py::test_every_pinned_dependency_carries_a_hash | apps/api/tests/test_gate_parity.py::test_every_install_of_a_lock_file_requires_those_hashes,Compromised index/artifact може підмінити wheel/sdist.,Hash-pin all artifacts; private mirror; binary-only policy; provenance verification.,pip-tools/uv lock; --require-hashes; artifact registry,Offline/reproducible install succeeds only for approved hashes.,None inside the frozen local scope; external acceptance may still apply.
SUP-003,Supply Chain,P0,UNVERIFIED_BLOCKER,Немає signed build provenance і artifact signing,EXTERNAL_DEBT,,"Неможливо довести, хто/як побудував production image.","Generate SLSA provenance, sign images/SBOM, verify before deploy.",GitLab OIDC + cosign/in-toto; SLSA verifier,Deployment admission rejects unsigned/unexpected provenance.,Deployment admission rejects unsigned/unexpected provenance.
SUP-004,Supply Chain,P1,VERIFIED_DEFECT,BuildKit запускається з no-process-sandbox,CLOSED_LOCAL,.gitlab-ci.yml::container:build,Build steps мають слабшу isolation boundary.,Use hardened hosted builder/runner or isolated VM; remove flag where feasible.,GitLab isolated runner; rootless BuildKit with sandbox,Malicious build step cannot inspect other jobs/host secrets.,None inside the frozen local scope; external acceptance may still apply.
SUP-005,Supply Chain,P1,UNVERIFIED_BLOCKER,Security scanners не були виконані в локальному аудиті,EXTERNAL_DEBT,,Current dependencies/config may contain known issues.,Run pipeline in isolated runner; archive signed reports; fix all policy violations.,GitLab CI; Trivy; pip-audit; Gitleaks; Ruff; mypy,"Signed pipeline evidence, zero unaccepted high/critical findings.","Signed pipeline evidence, zero unaccepted high/critical findings."
SUP-006,Supply Chain,P1,VERIFIED_DEFECT,Static security analysis coverage incomplete,MITIGATED_LOCAL,.gitlab-ci.yml | scripts/run_mutation_tests.py | scripts/validate_infrastructure.py,Logic/security flaws не представлені dependency/config scans.,"SAST rules, API DAST, fuzzing, IaC policies, secret history scan.",Semgrep/Bandit; Schemathesis/ZAP; Atheris,Security test matrix maps every threat class to executable gate.,Security test matrix maps every threat class to executable gate.
SUP-007,Supply Chain,P1,UNVERIFIED_BLOCKER,GitLab branch/tag controls не доведені repository files,EXTERNAL_DEBT,,Unilateral bypass або malicious runner може publish release.,Export GitLab settings evidence; 2-person review; protected tags; isolated runners.,GitLab API/audit events; SLSA Source track,No single contributor can alter protected release without independent approval.,No single contributor can alter protected release without independent approval.
SUP-008,Supply Chain,P1,UNVERIFIED_BLOCKER,Немає continuous re-scan/patch SLA та KEV policy,EXTERNAL_DEBT,,Нові CVE залишаються непоміченими.,"Scheduled rescans, SBOM inventory, KEV SLA, emergency rebuild/revoke.",Dependency Track/Grype/Trivy; CISA KEV feed,High/critical/KEV triage and remediation SLA measured.,High/critical/KEV triage and remediation SLA measured.
SUP-009,Supply Chain,P2,UNVERIFIED_BLOCKER,Немає license/compliance inventory,MITIGATED_LOCAL,scripts/generate_supply_chain_inventory.py | apps/api/tests/test_gate_parity.py::test_scripts_reading_installed_metadata_run_under_the_locked_interpreter,Юридичний ризик distribution/deployment.,"License scan, approved license policy, notices.",Syft/ScanCode/FOSSA equivalent,Release має complete license report і zero forbidden components.,Release має complete license report і zero forbidden components.
COD-001,Code Architecture,P1,VERIFIED_DEFECT,SqlRepository є infrastructure god object,OPEN_TECH_DEBT,,Зростає change coupling і шанс неповного security fix.,"Розділити repositories/UoW: documents, versions, search, audit, health; transactional boundaries explicit.",Architecture tests; dependency-cruiser equivalent,Кожен модуль має одну responsibility; security invariants tested across UoW.,Кожен модуль має одну responsibility; security invariants tested across UoW.
COD-002,Code Architecture,P1,VERIFIED_DEFECT,Security config validator має надмірну цикломатичну складність,CLOSED_LOCAL,apps/api/src/korpus/controlled_requirements.py | apps/api/src/korpus/infrastructure_requirements.py | apps/api/tests/test_controlled_configuration_refusals.py | apps/api/tests/test_requirement_registry.py | config/operations/module-budget.json,Конфігураційні комбінації важко довести; typo/новий mode може fail-open.,Typed environment profiles/discriminated unions; policy table; exhaustive config tests.,Pydantic models; property-based testing,All valid/invalid profile combinations generated and checked.,None inside the frozen local scope; external acceptance may still apply.
COD-003,Code Architecture,P1,VERIFIED_DEFECT,Broad `except Exception` у critical paths,CLOSED_LOCAL,apps/api/tests/test_exception_handling_discipline.py::test_no_broad_handler_turns_a_fault_into_evidence_of_health | apps/api/tests/test_exception_handling_discipline.py::test_no_bare_except_hides_which_failure_occurred,Різні failure causes collapse; programming bugs маскуються як dependency failure.,"Narrow exceptions, typed failure taxonomy, preserve cause, alert unexpected errors.",Ruff BLE; error budget tests,"Unexpected exception propagates to crash/alert in test, not generic safe-looking state.",None inside the frozen local scope; external acceptance may still apply.
COD-004,Code Architecture,P1,VERIFIED_DEFECT,Branch coverage значно нижча за statement coverage,MITIGATED_LOCAL,scripts/check_coverage_thresholds.py | apps/api/tests/test_gate_parity.py::test_the_coverage_thresholds_are_checked_where_coverage_is_produced,Happy-path statements маскують неперевірені decision branches.,Per-module branch thresholds for security-critical code; MC/DC-inspired cases.,coverage.py branch; diff coverage,Auth/policy/ingestion/audit branches ≥90% or justified exclusions.,Auth/policy/ingestion/audit branches ≥90% or justified exclusions.
COD-005,Code Architecture,P1,VERIFIED_DEFECT,Mutation score 100% стосується лише 14 hand-selected mutants,MITIGATED_LOCAL,scripts/run_mutation_tests.py | var/mutation-report.json,Неперевірені предикати можуть бути слабкими попри 100%.,Run broad mutation engine by module; track equivalent mutants; risk-based mutation budget.,mutmut/cosmic-ray/custom operators,"Mutation score reported over declared operator space, survivors triaged.","Mutation score reported over declared operator space, survivors triaged."
COD-006,Code Architecture,P1,UNVERIFIED_BLOCKER,Немає parser/API fuzzing,MITIGATED_LOCAL,apps/api/tests/test_structured_evidence_and_fuzz.py | apps/api/tests/test_v5_security_kernel.py::test_parser_sandbox_setting_selects_isolated_parser,Crash/DoS/input edge cases невідомі.,"Coverage-guided fuzzing, property tests, regression corpus.",Atheris/Hypothesis; Schemathesis; OSS-Fuzz style,No crash/hang/leak in defined CPU-hour budget; all findings regression-tested.,No crash/hang/leak in defined CPU-hour budget; all findings regression-tested.
COD-007,Code Architecture,P2,VERIFIED_DEFECT,mypy і Ruff policies слабкі для critical system,MITIGATED_LOCAL,apps/api/pyproject.toml | .gitlab-ci.yml::api:quality,Integration types/security smells проходять непомічено.,"Strict typing by module, stubs/protocols, broader Ruff/security rules.",mypy strict/pyright; Ruff S/C90/BLE/ASYNC,Zero unexplained Any at trust boundaries; complexity budgets enforced.,Zero unexplained Any at trust boundaries; complexity budgets enforced.
COD-008,Code Architecture,P2,VERIFIED_DEFECT,Web lint/typecheck є лише asset-existence validator,MITIGATED_LOCAL,apps/web/scripts/validate.mjs | apps/web/package.json | apps/api/tests/test_browser_oidc.py,UI auth/security regressions не ловляться.,"TypeScript, ESLint, DOM/unit/E2E tests, CSP tests.",TypeScript/ESLint/Vitest/Playwright,OIDC/error/accessibility flows covered; real typecheck compiles.,OIDC/error/accessibility flows covered; real typecheck compiles.
COD-009,Code Architecture,P2,VERIFIED_DEFECT,Критичні модулі мають низьке покриття,MITIGATED_LOCAL,pytest.ini | .gitlab-ci.yml::api:test,Саме integration/security/error paths найменше перевірені.,"Raise targeted branch/mutation/failure-mode coverage, not aggregate only.",coverage/mutation/fault injection,Per-risk module gates pass and no aggregate masking.,Per-risk module gates pass and no aggregate masking.
COD-010,Code Architecture,P2,UNVERIFIED_BLOCKER,Немає API compatibility/consumer contract suite,CLOSED_LOCAL,contracts/openapi.json | scripts/openapi_contract.py | apps/api/tests/test_api_contract.py,Release ламає UI/інтеграції непомітно.,"OpenAPI freeze/diff, consumer-driven contracts, version/deprecation policy.",oasdiff/Schemathesis/Pact,Breaking change requires major version and migration evidence.,None inside the frozen local scope; external acceptance may still apply.
WEB-001,Product Surface,P1,VERIFIED_DEFECT,UI покриває лише запит-відповідь,OPEN_TECH_DEBT,,"Операційні процеси виконуються API/manual, що підвищує помилки й обходи.","Role-specific consoles with safe workflows, validation, reason codes, audit previews.",Typed web app; E2E role tests,All critical workflows executable without raw DB/API manipulation.,All critical workflows executable without raw DB/API manipulation.
WEB-002,Product Surface,P2,UNVERIFIED_BLOCKER,Немає accessibility/usability evidence,EXTERNAL_DEBT,,Частина користувачів не може надійно експлуатувати систему.,"WCAG 2.2 AA audit, keyboard/screen-reader, cognitive load tests.",axe-core/Playwright; manual AT testing,Zero critical a11y defects; operational tasks pass usability tests.,Zero critical a11y defects; operational tasks pass usability tests.
AUD-001,Audit & Cryptography,P1,VERIFIED_DEFECT,Audit HMAC key доступний application process,MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/repository.py | docs/security/KEY_AND_BREAK_GLASS_V5.md,Tamper evidence не захищає від повного compromise trust domain.,Asymmetric signing/HSM or external append-only log; split duties.,HSM/KMS; transparency log; trusted timestamp,Application cannot mint valid historical witness alone.,Application cannot mint valid historical witness alone.
AUD-002,Audit & Cryptography,P1,VERIFIED_DEFECT,Remote anchor protocol custom HTTP/HMAC,MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/audit_anchor.py | apps/api/tests/test_http_audit_anchor.py,Anchor service/operator compromise зменшує гарантії.,Use signed append-only log / independent witnesses; key rotation and inclusion proofs.,Sigstore/Rekor-like; RFC3161 timestamp,Offline verifier detects fork/truncation with independently trusted keys.,Offline verifier detects fork/truncation with independently trusted keys.
AUD-003,Audit & Cryptography,P1,UNVERIFIED_BLOCKER,Key rotation/recovery ceremony не доведена,EXTERNAL_DEBT,,Rotation може зламати verification або лишити compromised key valid.,"Versioned key IDs, dual validation window, revocation, ceremony and drill.",KMS/HSM; runbooks,Rotation and compromised-key drill preserve verifiability and availability.,Rotation and compromised-key drill preserve verifiability and availability.
AUD-004,Audit & Cryptography,P1,UNVERIFIED_BLOCKER,Немає SIEM export/correlation/retention,MITIGATED_LOCAL,apps/api/src/korpus/application/audit_export.py | scripts/export_audit.py | apps/api/tests/test_audit_export.py | apps/api/src/korpus/application/retention.py,Атаки виявляються запізно; forensic context розпорошений.,Structured signed audit export to SIEM; correlation with IdP/network/deploy logs.,SIEM; OTel logs; pgaudit,Defined attack simulations trigger alerts with complete timeline.,Defined attack simulations trigger alerts with complete timeline.
DATA-001,Data Lifecycle,P0,UNVERIFIED_BLOCKER,Немає enforceable retention/deletion/legal-hold policy,MITIGATED_LOCAL,apps/api/src/korpus/security/corpus_governance.py | apps/api/tests/test_corpus_governance.py | docs/governance/DATA_HANDLING_STANDARD_V5.md,Незаконне довічне зберігання або передчасне видалення доказів.,Lifecycle state machine per data class; legal hold; cryptographic erasure; audit.,S3 lifecycle/KMS; policy engine,Automated tests prove retain/delete/hold/declassify behavior.,Automated tests prove retain/delete/hold/declassify behavior.
DATA-002,Data Lifecycle,P1,UNVERIFIED_BLOCKER,Немає field-level privacy/minimization assessment,MITIGATED_LOCAL,docs/governance/DATA_HANDLING_STANDARD_V5.md | apps/api/src/korpus/security/corpus_governance.py,Sensitive data індексується/цитується понад потребу.,"PII/secret scanning, redaction versions, purpose limitation, disclosure review.",DLP/NER; redaction tooling,Known sensitive fixtures never appear in unauthorized retrieval/output/logs.,Known sensitive fixtures never appear in unauthorized retrieval/output/logs.
DATA-003,Data Lifecycle,P1,UNVERIFIED_BLOCKER,Немає immutable corpus release manifest підписаного data owner,EXTERNAL_DEBT,,"Неможливо довести точний набір документів, що породив відповідь.","Signed corpus manifest: object/version hashes, policies, calibration, approvals.",in-toto/cosign; corpus registry,Every answer resolves to signed corpus release accepted by data owner.,Every answer resolves to signed corpus release accepted by data owner.
DATA-004,Data Lifecycle,P1,UNVERIFIED_BLOCKER,Немає continuous inventory/reconciliation object store↔DB↔index,MITIGATED_LOCAL,apps/api/src/korpus/cli.py | apps/api/tests/test_durable_ingestion_jobs.py::test_object_inventory_reconciliation_detects_missing_and_orphaned_files,Silent incompleteness або data residue.,Scheduled bidirectional reconciliation with repair/quarantine and alerts.,Inventory jobs; checksums; pg queries,Zero unexplained divergence; injected drift detected within SLA.,Zero unexplained divergence; injected drift detected within SLA.
OPS-001,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає доказу reproducible container build,EXTERNAL_DEBT,,Build environment може неявно змінювати artifact.,Rebuild on independent runner; compare digest; record allowed nondeterminism.,reproducible-build tooling; diffoscope,Two independent builds yield identical digest or explained signed variance.,Two independent builds yield identical digest or explained signed variance.
OPS-002,Delivery Process,P2,VERIFIED_DEFECT,CI retry може приховувати flaky infrastructure behavior,CLOSED_LOCAL,.gitlab-ci.yml | apps/api/tests/test_gate_parity.py::test_ci_does_not_retry_failing_jobs,Нестабільність маскується повторним PASS.,"Record retry count, fail on test retry, flake dashboard/quarantine policy.",GitLab analytics; pytest-rerun only diagnostic,Release has zero unexplained flaky tests over defined window.,None inside the frozen local scope; external acceptance may still apply.
OPS-003,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає release evidence retention policy,EXTERNAL_DEBT,,Пізніше неможливо відтворити evidence release.,Immutable long-term evidence registry with retention aligned to system lifetime.,Artifact registry/WORM,Every production release evidence retrievable and verified years later.,Every production release evidence retrievable and verified years later.
OPS-004,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає environment drift detection,OPEN_TECH_DEBT,,Manual changes bypass reviewed configuration.,"GitOps/IaC drift detection, admission policy, periodic attestation.",Terraform plan/OPA/Kyverno/GitOps,Unauthorized drift detected and reverted/blocked.,Unauthorized drift detected and reverted/blocked.
OPS-005,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає cost/capacity governance,EXTERNAL_DEBT,,Resource abuse або неконтрольована вартість.,"Per-tenant quotas, cost attribution, budget alerts, rate policy.",FinOps metrics; quota service,Cost per ingest/query measured; budget breach triggers safe throttling.,Cost per ingest/query measured; budget breach triggers safe throttling.
