id,domain,severity,state,title,v5_status,v5_evidence,impact,required_action,tools_methods,acceptance_predicate,v5_remaining_acceptance
COD-009,Code Architecture,P2,VERIFIED_DEFECT,Критичні модулі мають низьке покриття,MITIGATED_LOCAL,pytest.ini | .gitlab-ci.yml::api:test,Саме integration/security/error paths найменше перевірені.,"Raise targeted branch/mutation/failure-mode coverage, not aggregate only.",coverage/mutation/fault injection,Per-risk module gates pass and no aggregate masking.,Per-risk module gates pass and no aggregate masking.
WEB-001,Product Surface,P1,VERIFIED_DEFECT,UI покриває лише запит-відповідь,MITIGATED_LOCAL,apps/web/public/console.html | apps/web/public/console_rules.js | scripts/generate_web_contract.py | apps/api/tests/test_gate_parity.py::test_every_writing_console_previews_before_it_acts | apps/api/tests/test_gate_parity.py::test_the_browsers_copy_of_the_request_contract_cannot_go_stale | apps/api/tests/test_gate_parity.py::test_the_web_gate_runs_its_own_negative_controls,"Операційні процеси виконуються API/manual, що підвищує помилки й обходи.","Role-specific consoles with safe workflows, validation, reason codes, audit previews.",Typed web app; E2E role tests,All critical workflows executable without raw DB/API manipulation.,All critical workflows executable without raw DB/API manipulation.
WEB-002,Product Surface,P2,UNVERIFIED_BLOCKER,Немає accessibility/usability evidence,EXTERNAL_DEBT,,Частина користувачів не може надійно експлуатувати систему.,"WCAG 2.2 AA audit, keyboard/screen-reader, cognitive load tests.",axe-core/Playwright; manual AT testing,Zero critical a11y defects; operational tasks pass usability tests.,Zero critical a11y defects; operational tasks pass usability tests.
AUD-001,Audit & Cryptography,P1,VERIFIED_DEFECT,Audit HMAC key доступний application process,MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/repository.py | docs/security/KEY_AND_BREAK_GLASS_V5.md,Tamper evidence не захищає від повного compromise trust domain.,Asymmetric signing/HSM or external append-only log; split duties.,HSM/KMS; transparency log; trusted timestamp,Application cannot mint valid historical witness alone.,Application cannot mint valid historical witness alone.
AUD-002,Audit & Cryptography,P1,VERIFIED_DEFECT,Remote anchor protocol custom HTTP/HMAC,MITIGATED_LOCAL,apps/api/src/korpus/infrastructure/audit_anchor.py | apps/api/tests/test_http_audit_anchor.py,Anchor service/operator compromise зменшує гарантії.,Use signed append-only log / independent witnesses; key rotation and inclusion proofs.,Sigstore/Rekor-like; RFC3161 timestamp,Offline verifier detects fork/truncation with independently trusted keys.,Offline verifier detects fork/truncation with independently trusted keys.
AUD-003,Audit & Cryptography,P1,UNVERIFIED_BLOCKER,Key rotation/recovery ceremony не доведена,EXTERNAL_DEBT,,Rotation може зламати verification або лишити compromised key valid.,"Versioned key IDs, dual validation window, revocation, ceremony and drill.",KMS/HSM; runbooks,Rotation and compromised-key drill preserve verifiability and availability.,Rotation and compromised-key drill preserve verifiability and availability.
AUD-004,Audit & Cryptography,P1,UNVERIFIED_BLOCKER,Немає SIEM export/correlation/retention,MITIGATED_LOCAL,apps/api/src/korpus/application/audit_export.py | scripts/export_audit.py | apps/api/tests/test_audit_export.py | apps/api/src/korpus/application/retention.py,Атаки виявляються запізно; forensic context розпорошений.,Structured signed audit export to SIEM; correlation with IdP/network/deploy logs.,SIEM; OTel logs; pgaudit,Defined attack simulations trigger alerts with complete timeline.,Defined attack simulations trigger alerts with complete timeline.
DATA-001,Data Lifecycle,P0,UNVERIFIED_BLOCKER,Немає enforceable retention/deletion/legal-hold policy,MITIGATED_LOCAL,apps/api/src/korpus/security/corpus_governance.py | apps/api/tests/test_corpus_governance.py | docs/governance/DATA_HANDLING_STANDARD_V5.md,Незаконне довічне зберігання або передчасне видалення доказів.,Lifecycle state machine per data class; legal hold; cryptographic erasure; audit.,S3 lifecycle/KMS; policy engine,Automated tests prove retain/delete/hold/declassify behavior.,Automated tests prove retain/delete/hold/declassify behavior.
DATA-002,Data Lifecycle,P1,UNVERIFIED_BLOCKER,Немає field-level privacy/minimization assessment,MITIGATED_LOCAL,docs/governance/DATA_HANDLING_STANDARD_V5.md | apps/api/src/korpus/security/corpus_governance.py,Sensitive data індексується/цитується понад потребу.,"PII/secret scanning, redaction versions, purpose limitation, disclosure review.",DLP/NER; redaction tooling,Known sensitive fixtures never appear in unauthorized retrieval/output/logs.,Known sensitive fixtures never appear in unauthorized retrieval/output/logs.
DATA-003,Data Lifecycle,P1,UNVERIFIED_BLOCKER,Немає immutable corpus release manifest підписаного data owner,EXTERNAL_DEBT,,"Неможливо довести точний набір документів, що породив відповідь.","Signed corpus manifest: object/version hashes, policies, calibration, approvals.",in-toto/cosign; corpus registry,Every answer resolves to signed corpus release accepted by data owner.,Every answer resolves to signed corpus release accepted by data owner.
DATA-004,Data Lifecycle,P1,UNVERIFIED_BLOCKER,Немає continuous inventory/reconciliation object store↔DB↔index,MITIGATED_LOCAL,apps/api/src/korpus/cli.py | apps/api/tests/test_durable_ingestion_jobs.py::test_object_inventory_reconciliation_detects_missing_and_orphaned_files,Silent incompleteness або data residue.,Scheduled bidirectional reconciliation with repair/quarantine and alerts.,Inventory jobs; checksums; pg queries,Zero unexplained divergence; injected drift detected within SLA.,Zero unexplained divergence; injected drift detected within SLA.
OPS-001,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає доказу reproducible container build,EXTERNAL_DEBT,,Build environment може неявно змінювати artifact.,Rebuild on independent runner; compare digest; record allowed nondeterminism.,reproducible-build tooling; diffoscope,Two independent builds yield identical digest or explained signed variance.,Two independent builds yield identical digest or explained signed variance.
OPS-003,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає release evidence retention policy,EXTERNAL_DEBT,,Пізніше неможливо відтворити evidence release.,Immutable long-term evidence registry with retention aligned to system lifetime.,Artifact registry/WORM,Every production release evidence retrievable and verified years later.,Every production release evidence retrievable and verified years later.
OPS-004,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає environment drift detection,MITIGATED_LOCAL,apps/api/src/korpus/application/environment_drift.py | scripts/check_environment_drift.py | apps/api/tests/test_environment_drift.py::test_absent_from_observation_is_unobserved_not_in_sync | apps/api/tests/test_environment_drift.py::test_script_exits_nonzero_when_a_declared_artefact_changed | apps/api/tests/test_gate_parity.py::test_the_environment_drift_check_runs_in_the_pipeline,Manual changes bypass reviewed configuration.,"GitOps/IaC drift detection, admission policy, periodic attestation.",Terraform plan/OPA/Kyverno/GitOps,Unauthorized drift detected and reverted/blocked.,Unauthorized drift detected and reverted/blocked.
OPS-005,Delivery Process,P2,UNVERIFIED_BLOCKER,Немає cost/capacity governance,EXTERNAL_DEBT,,Resource abuse або неконтрольована вартість.,"Per-tenant quotas, cost attribution, budget alerts, rate policy.",FinOps metrics; quota service,Cost per ingest/query measured; budget breach triggers safe throttling.,Cost per ingest/query measured; budget breach triggers safe throttling.
